#{"t_start": 1630091104.8534548, "env_id": null}
r,l,t
10.073118,20,1102.232977
61.627903,75,1103.813931
10.570193,13,1110.823171
53.05531,67,1110.823253
69.96481,83,1111.29566
50.006054,55,1111.818058
22.49112,29,1112.875743
28.806885,48,1113.188676
31.437449,40,1114.21084
6.550949,12,1114.977209
13.541843,20,1116.320617
90.735954,113,1117.419909
38.996548,51,1118.531848
15.193079,18,1118.531906
38.125343,44,1121.7533
57.44689,81,1122.188412
67.03647,85,1122.590863
36.088528,43,1126.854295
42.94407,65,1126.854354
121.93348,174,1127.442925
122.53,157,1128.045425
151.0535,190,1129.318215
32.374096,50,1129.999398
35.269997,47,1130.340916
50.894753,71,1130.657365
32.35617,50,1131.203535
30.5843,44,1133.194369
19.723953,24,1133.91781
99.824646,121,1135.574733
24.217659,31,1136.93373
11.281672,14,1137.438329
17.004229,29,1138.327525
28.865969,35,1139.084803
43.402866,73,1140.066365
124.959335,149,1140.855638
92.30849,106,1141.368942
32.553673,46,1144.60102
53.05816,66,1146.47571
29.56205,37,1147.648357
35.40433,47,1148.832086
48.05065,56,1149.507201
62.16151,79,1149.507262
96.70231,115,1150.841514
89.19216,99,1151.803589
27.492186,45,1152.119371
58.048416,72,1154.400379
41.257378,62,1154.830191
86.583916,115,1155.105814
19.619461,24,1155.105891
54.480957,72,1155.590248
98.65689,120,1156.291514
20.490738,26,1158.052132
16.659298,18,1159.355897
161.94948,190,1159.649892
32.882877,56,1160.328775
40.076637,57,1162.803326
14.666788,31,1163.405995
14.5436735,30,1163.883926
49.281437,60,1164.193655
42.25393,58,1165.115062
104.08195,123,1170.132732
40.71393,47,1170.864178
23.812101,35,1170.864241
40.64717,56,1171.35325
44.890224,73,1171.856758
96.756,116,1172.27394
59.762413,88,1177.064231
53.52703,66,1178.985683
76.86681,86,1179.243558
20.045033,29,1181.626288
56.65048,70,1199.64065
13.528003,18,1199.640731
69.94452,82,1199.640753
15.461041,22,1200.263529
47.56172,81,1202.866543
71.12774,83,1203.192379
38.953014,50,1203.692605
14.583962,20,1204.567633
21.152115,24,1205.530516
35.25261,54,1206.122698
139.18103,164,1207.117441
71.11102,95,1207.412007
110.65132,142,1208.84239
17.477814,23,1209.794397
60.798832,74,1209.794473
26.889246,34,1211.567357
12.980275,25,1211.567419
73.425224,87,1211.903092
88.157074,101,1214.020946
77.39097,103,1215.183188
60.528423,75,1215.557155
45.688686,70,1216.26216
20.092806,41,1216.858685
32.409103,39,1219.189405
32.490604,50,1220.61425
30.370392,48,1221.130553
67.87388,82,1222.404754
61.305378,66,1222.716985
21.601862,30,1223.236836
45.322826,62,1226.342236
90.93845,101,1226.632469
39.926918,48,1226.632546
50.242313,58,1227.559944
100.46988,119,1228.405527
41.65389,51,1228.69507
11.85238,14,1230.119787
15.808795,31,1230.119848
65.95751,87,1232.190254
51.49359,62,1233.578033
102.82072,121,1233.789597
22.811974,34,1234.640254
11.67429,21,1235.150433
33.568153,53,1235.85343
79.147484,93,1237.23093
50.568256,72,1237.76478
23.714445,34,1238.303805
94.00334,112,1238.303891
16.571476,23,1239.394768
10.725791,14,1241.343102
34.176666,54,1241.587954
66.68158,80,1241.992405
20.908514,40,1242.356929
11.830964,13,1242.930491
55.886642,73,1245.560497
58.339706,80,1246.188215
31.816072,41,1247.348
97.21789,113,1248.341748
48.404316,55,1248.740015
24.57787,31,1249.922314
31.748995,37,1251.690165
23.78219,28,1253.148201
51.872883,62,1253.717149
58.008125,81,1254.006139
39.679405,52,1258.717101
94.90528,111,1259.86788
39.92774,69,1262.259418
37.519085,44,1262.259498
25.570244,29,1264.186261
27.675585,43,1264.18634
91.54341,104,1265.347118
34.214134,43,1266.085248
99.22028,120,1267.959203
44.71926,48,1269.10456
11.177103,13,1271.76763
50.185116,64,1273.49273
32.093792,37,1273.88638
79.02999,131,1273.88645
35.95485,44,1274.443141
57.66986,70,1274.443209
37.742706,48,1275.330385
36.199993,58,1275.793199
108.77917,138,1278.466398
39.14477,49,1279.35916
49.937958,85,1279.869865
20.573792,27,1280.271317
30.271744,34,1281.785293
100.8255,126,1282.796952
27.300123,30,1283.16365
25.13802,36,1283.163728
7.423748,10,1285.48918
49.32624,60,1286.803267
16.099785,31,1287.33745
77.96517,96,1289.213202
100.610565,118,1290.67728
137.18848,173,1291.519992
143.85715,161,1291.52007
52.35008,74,1292.400435
35.890987,42,1292.682426
22.763514,26,1293.444901
13.541452,24,1293.444964
34.775284,42,1293.939794
17.09739,22,1294.794
16.40074,22,1296.663556
14.582401,16,1296.988309
3.7478166,4,1297.710488
29.207285,36,1299.215076
93.71296,108,1300.555527
35.511257,46,1302.844759
27.673594,36,1302.844839
38.729496,53,1303.716377
66.67338,81,1304.531424
87.58186,107,1305.503053
46.466858,58,1305.759065
79.64572,98,1306.422647
13.061265,15,1308.047674
117.09559,129,1309.611231
33.244434,44,1310.718609
18.43189,28,1312.547507
125.774635,136,1313.033519
59.85229,71,1313.52849
37.409412,48,1314.31938
144.30301,167,1315.35056
11.642022,20,1315.651811
22.543028,33,1317.624707
65.390434,81,1318.573346
32.959366,43,1318.955569
37.915165,50,1318.95563
19.958506,23,1325.127582
25.599537,31,1325.127661
111.23021,120,1325.895888
31.247746,37,1327.08997
15.097075,17,1328.743037
35.18827,48,1330.755057
31.565393,43,1332.333812
109.11386,136,1333.198399
108.58275,117,1335.087667
57.42058,79,1335.442849
143.91386,168,1336.56446
42.669262,50,1336.564538
49.434082,67,1337.279783
96.236465,118,1337.682556
50.486008,73,1339.441212
29.765625,38,1340.063031
57.735573,76,1340.458429
100.271706,146,1341.492692
21.465073,37,1342.696656
13.326178,26,1343.261058
37.89132,62,1344.110186
35.04182,51,1345.186719
21.83137,26,1346.155739
15.034866,19,1348.38445
80.678955,94,1348.38451
31.88025,52,1349.29034
13.296918,16,1349.803036
33.823914,42,1350.705551
53.045685,64,1350.921533
126.25809,155,1353.431406
55.17281,75,1353.720569
86.15747,118,1355.004519
38.594353,70,1366.367486
21.325735,27,1366.779597
51.600933,64,1368.092958
39.10711,59,1368.904667
30.1898,41,1369.539528
29.313564,43,1369.53959
60.2946,82,1371.102501
10.819373,20,1374.272754
32.00904,39,1374.559244
39.912457,46,1374.962356
87.15808,115,1375.439435
25.6634,32,1376.079382
100.100395,121,1376.576804
31.059925,50,1378.924069
24.372456,28,1381.493388
84.49022,104,1385.38831
75.54716,97,1386.431666
113.313934,126,1387.988089
39.528458,53,1390.681598
66.39682,102,1390.68168
51.89991,70,1391.214476
73.554276,88,1391.621192
109.57224,155,1398.568758
63.832462,87,1398.568829
86.32861,111,1398.839026
92.02455,113,1399.849618
31.489698,45,1399.849684
176.31828,191,1401.373328
52.31933,70,1401.373404
38.058884,53,1404.096688
77.11884,111,1405.38242
25.106783,28,1406.257309
40.2409,47,1406.527617
26.81687,36,1407.009462
83.57838,122,1408.621402
12.069579,13,1409.364958
12.084559,24,1409.96301
9.971813,14,1409.963085
67.17877,85,1410.243401
45.93907,54,1411.75115
49.593853,58,1413.652906
42.43739,56,1414.788889
74.31592,98,1418.011561
39.078384,44,1419.16834
127.32247,177,1419.583457
33.753914,41,1421.142282
21.50154,29,1421.480765
32.124714,49,1421.48084
15.325534,16,1423.028738
98.1153,129,1425.093767
56.830116,70,1425.766505
30.011415,37,1426.342441
54.236538,75,1427.184454
58.778576,82,1428.791904
76.22874,110,1430.761895
101.96006,111,1432.222731
52.259064,61,1433.042397
146.89159,167,1433.731641
58.87271,92,1434.257735
116.844315,152,1436.24884
30.053913,38,1437.415297
48.550896,54,1437.798035
159.37329,175,1438.985963
53.51361,68,1440.470881
44.6775,63,1440.675455
17.170252,30,1440.993237
20.776886,31,1441.842443
68.26432,101,1444.666361
30.213354,52,1445.216934
94.81281,109,1446.98787
82.20649,107,1447.931303
26.082888,46,1447.931381
14.2533045,26,1448.557672
51.59432,65,1456.235449
34.549934,38,1456.552612
130.3554,152,1456.854261
75.4306,102,1461.720648
39.4154,44,1462.203003
32.742413,49,1462.515723
43.841225,58,1462.515798
68.17243,91,1463.722364
82.88342,93,1465.145623
10.152984,16,1465.145684
62.451,73,1466.118734
19.011654,28,1466.986353
91.41911,102,1468.83225
49.147346,73,1468.832309
143.51825,159,1472.184065
131.37901,177,1472.401672
37.39571,51,1473.795331
30.273043,36,1475.27584
102.17052,131,1475.275914
48.61127,65,1475.732366
14.475665,24,1477.790497
126.76755,158,1478.636589
13.309501,21,1478.636646
49.576656,77,1479.760511
50.88405,66,1481.190878
65.94913,71,1481.453053
46.249268,55,1481.710217
24.866226,28,1482.328389
44.88187,63,1483.853937
13.5413885,14,1484.750506
19.525356,27,1485.409691
46.856667,64,1487.849369
93.70649,123,1489.24235
38.02294,51,1490.232169
88.27379,113,1491.730373
126.54726,134,1493.429302
39.402466,59,1494.191649
54.848236,69,1498.371409
63.553112,74,1500.220212
29.414421,46,1501.260412
56.613876,73,1501.55439
121.200905,166,1502.70066
77.339325,92,1503.670085
65.97844,82,1504.439281
6.560763,13,1504.439348
105.297806,127,1508.950588
125.34188,144,1509.435186
41.95022,50,1510.306063
55.748363,81,1513.253867
17.042912,24,1515.049836
88.210464,99,1515.049894
49.591183,56,1515.820281
15.133908,16,1516.958873
94.13435,119,1517.31848
30.43206,35,1517.318558
28.219938,33,1518.010826
32.465534,66,1519.959995
122.09254,148,1528.214152
75.4844,86,1528.214216
167.55257,192,1528.684937
92.36882,123,1534.207496
69.13147,84,1535.156635
107.03192,156,1536.295483
72.1584,89,1536.866815
42.07544,51,1538.753365
80.647026,117,1540.207123
24.44134,35,1540.808625
40.057938,52,1541.295345
50.363503,61,1542.160144
55.81201,76,1544.993985
35.44147,40,1546.143953
61.39922,77,1547.628778
22.307417,23,1548.001277
23.285963,29,1548.717323
28.459558,42,1550.634189
65.07176,79,1551.133387
73.435196,99,1552.597388
66.82578,97,1554.934102
57.85321,81,1556.447071
31.497694,35,1556.79881
37.720966,47,1558.758879
45.56559,58,1559.67684
40.879303,49,1562.172885
62.97653,80,1563.426602
95.617836,123,1563.944277
76.22568,108,1564.160405
109.13837,131,1564.946319
21.848602,25,1565.26955
32.012306,39,1565.269613
92.130135,110,1566.606608
131.57849,147,1566.606688
16.112206,20,1568.874144
74.399734,86,1570.254086
19.588985,23,1570.496556
42.096527,61,1572.514271
91.08639,110,1572.848355
37.691483,47,1574.900022
95.93335,111,1577.777049
46.374527,73,1578.776143
23.770964,40,1579.567674
41.115204,57,1581.941094
179.55959,224,1581.941168
35.095306,46,1583.185188
57.414646,76,1584.163785
58.12645,121,1584.496471
58.421818,86,1585.03146
72.75388,90,1586.379276
113.25724,136,1586.379346
62.756733,87,1587.335553
17.036694,38,1587.335628
76.84002,85,1590.503704
38.091297,49,1591.812352
28.622599,35,1593.174829
22.539862,32,1598.663008
28.091644,39,1598.6631
28.594975,38,1600.787516
29.326206,41,1601.628943
77.215805,102,1601.851772
58.288895,76,1602.213874
140.54199,162,1606.343285
11.780768,26,1607.909577
97.640045,122,1608.342312
38.221695,44,1608.982774
12.653003,16,1611.53829
88.16621,101,1613.427514
78.98868,98,1617.567134
105.80355,136,1618.620883
67.10929,78,1619.544954
48.679245,59,1619.819993
83.91307,102,1619.820062
112.6892,126,1620.394759
37.518623,59,1622.076297
21.921635,25,1625.532434
129.85638,161,1625.812243
150.69212,170,1626.791227
103.04964,125,1627.852306
74.86614,117,1628.165948
35.899033,39,1629.392508
58.253902,71,1630.223162
147.41924,157,1633.938298
89.51917,100,1634.989539
77.66865,116,1636.025117
61.663837,75,1636.584984
122.913666,156,1637.994545
24.374405,46,1639.133286
40.5916,50,1639.988824
49.25774,61,1640.695568
19.80857,22,1642.373364
63.798664,93,1642.608727
62.458714,68,1642.608796
17.564724,27,1645.077481
100.46078,112,1645.077558
62.674366,76,1645.475363
92.795334,114,1647.915285
29.466776,33,1648.455082
30.32528,33,1650.522649
63.04524,83,1654.562148
55.501392,75,1654.562229
31.558722,40,1654.562252
107.44274,134,1654.562271
34.737926,39,1654.922333
46.8352,53,1655.368031
35.949703,55,1655.708023
67.6517,85,1656.225339
84.24427,131,1665.433429
16.253494,24,1665.757392
38.189198,53,1665.757476
68.538864,93,1666.854818
38.200123,45,1669.68145
54.452904,65,1674.333542
145.24747,165,1674.333622
87.033035,92,1676.369487
63.67044,77,1676.878442
65.17678,76,1677.912364
62.061443,87,1679.176015
110.58516,129,1679.474584
83.110664,96,1680.974932
137.23589,159,1680.975009
48.987255,70,1681.322902
58.642994,73,1682.080972
35.40463,41,1683.230294
19.499302,30,1683.544728
111.53865,134,1683.544808
32.078857,36,1685.860017
61.344017,87,1686.271935
69.01276,87,1708.671171
29.032097,42,1710.102391
55.34629,63,1710.102457
25.35107,32,1710.446989
18.328697,22,1710.763798
28.277979,36,1711.178893
41.44574,52,1712.652385
61.652443,69,1714.662766
82.16266,95,1715.242479
13.200507,16,1718.090789
68.81903,86,1718.759123
23.466297,34,1719.042444
128.27278,151,1719.431758
38.392735,43,1720.214735
161.69243,192,1723.452771
24.271961,41,1724.95791
63.49045,69,1724.957991
71.90278,106,1726.428394
63.3153,91,1727.384779
31.622534,41,1728.4167
24.19217,39,1728.757412
38.38571,54,1730.991847
18.192364,24,1732.055568
36.84356,50,1732.055635
79.44691,101,1733.841368
120.52001,140,1736.033545
29.997505,32,1736.525858
104.00217,152,1736.915839
100.39479,120,1738.860489
47.752365,63,1740.077623
20.412807,27,1747.180962
20.421528,29,1747.907735
128.52902,148,1750.073631
89.21567,113,1750.472362
126.22709,147,1751.895735
35.52909,58,1752.359022
53.469482,86,1753.574235
10.135848,15,1754.163158
23.913681,28,1758.798384
105.0824,116,1759.286653
71.091484,87,1760.85208
51.799587,77,1761.460874
135.1874,146,1762.466775
100.700455,116,1762.901196
139.52982,148,1764.351525
38.80948,55,1766.888091
16.282408,19,1771.125973
136.33707,151,1772.024117
105.49479,125,1773.874845
73.249794,108,1775.486576
84.308105,103,1775.894272
140.17613,169,1776.337515
63.578568,88,1781.07551
16.028934,27,1781.345359
61.062027,83,1781.639313
38.89854,47,1781.93223
84.173515,99,1782.116067
129.07878,149,1782.639071
8.609162,16,1785.215023
143.88664,170,1786.759947
59.601963,86,1791.312212
125.0775,144,1791.728472
151.0453,182,1795.129065
43.82676,62,1795.541676
13.950849,18,1795.8056
72.92639,100,1798.226285
130.76341,153,1799.097472
138.3831,163,1800.157689
51.000473,81,1800.157756
52.193172,64,1801.15737
64.16018,95,1802.700887
106.468864,133,1803.912156
17.487673,22,1804.380984
157.37288,189,1804.714505
68.42032,99,1804.714578
124.42317,141,1812.720837
59.701687,78,1813.845577
108.25312,119,1816.651562
41.62149,52,1816.65165
46.997265,54,1817.257497
54.555782,66,1818.399044
101.9075,137,1818.678636
8.74767,11,1819.800823
45.047485,55,1820.536396
68.076775,95,1822.358158
80.241974,100,1823.124446
13.046518,24,1823.975221
50.845726,70,1825.256722
90.67837,110,1826.080654
31.16412,40,1826.542734
21.630205,32,1827.149685
84.903,105,1830.303891
74.133934,85,1833.700191
22.894083,26,1835.821774
33.274155,49,1836.428273
96.80297,121,1836.428349
66.18497,75,1837.49864
52.00115,78,1840.308682
109.28118,137,1840.308759
76.70482,114,1842.948267
52.159546,75,1843.351882
28.865053,37,1843.861444
29.229431,40,1844.903442
76.05917,87,1845.401341
9.000294,12,1845.733835
123.008675,149,1846.716372
142.1756,168,1847.649825
54.77159,63,1851.098846
22.998335,35,1854.691407
54.971764,83,1854.96822
31.706043,40,1854.968281
44.252125,52,1855.466734
39.618717,44,1855.717231
136.20573,151,1856.502486
9.951589,15,1859.411802
157.32596,179,1859.661972
79.248924,89,1865.822843
139.66211,164,1866.230845
20.509813,24,1866.515747
149.24603,164,1868.283639
68.31122,85,1868.77453
30.539688,40,1869.295007
115.58881,147,1872.347284
37.881573,53,1873.924341
88.84457,107,1879.146993
50.128937,57,1881.447531
63.868744,75,1881.777297
74.37144,95,1882.854814
102.962776,118,1884.183247
56.470127,62,1885.066655
19.556824,26,1885.458659
119.390396,155,1885.737113
49.448868,76,1886.336461
40.346058,47,1889.067533
65.55993,75,1889.9529
64.90619,76,1890.756152
77.614136,89,1891.257197
13.197056,21,1894.022823
47.735367,52,1894.022889
48.453342,60,1899.256755
130.61613,151,1899.256831
51.277966,74,1899.675714
33.027565,56,1903.21172
60.05758,75,1903.211801
15.517332,18,1903.211824
110.94286,124,1904.548973
89.91215,105,1907.734477
52.29381,68,1908.986206
141.37721,160,1909.820089
107.68642,115,1910.939954
37.987976,48,1913.656932
86.560265,107,1914.914147
120.10286,157,1916.73907
101.590836,125,1917.581837
55.352844,84,1917.581911
192.67165,217,1919.041041
91.936424,116,1919.393775
139.34943,153,1919.393815
78.421104,100,1921.893941
49.471478,63,1921.894021
76.176056,97,1924.74644
26.47989,41,1925.988201
24.971947,44,1929.070029
17.782911,23,1929.805499
115.73876,140,1935.697251
84.59514,112,1935.697313
90.731964,103,1940.702428
